,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,log_SalePrice
306,116.0,7,1990,1991,700,1122,2243,2,8,1,1990.0,3,746,12.323855681186558
307,69.0,6,1920,1950,319,1035,1406,1,6,0,1980.0,0,0,11.401993904262946
308,69.0,4,1940,1950,861,861,861,1,4,0,1961.0,2,539,11.320553572322773
309,90.0,9,2003,2004,1896,1944,1944,2,8,3,2003.0,3,708,12.793859310432293
310,69.0,6,1993,1994,697,697,1501,2,6,1,1993.0,2,420,12.017330520933296
311,50.0,6,1948,2002,972,972,972,1,5,1,1948.0,1,240,11.790557201568507
312,65.0,5,1939,1950,793,793,1118,1,5,1,1939.0,2,410,11.694413341015606
313,150.0,7,1965,1965,2136,2036,2036,2,8,2,1965.0,2,513,12.834681304952548
314,60.0,7,1925,1990,728,832,1641,1,6,1,1925.0,2,546,12.089538829274222
315,71.0,7,2004,2005,716,716,1432,2,6,1,2004.0,2,432,12.146853285870202
316,94.0,7,1980,1980,845,1153,2353,2,10,1,1983.0,2,484,12.468436909997665
317,75.0,8,2006,2006,1088,1088,1959,2,8,1,2006.0,3,1025,12.506177237980511
318,90.0,7,1993,1993,1347,1372,2646,2,9,1,1993.0,3,656,12.468436909997665
319,69.0,7,1980,1980,1372,1472,1472,2,6,2,1980.0,2,588,12.141534124392603
320,111.0,9,2006,2006,1249,1249,2596,3,9,0,2006.0,3,840,12.7444443677961
321,99.0,8,2004,2004,1136,1136,2468,2,10,1,2004.0,3,872,12.777052192115912
322,86.0,7,1986,1987,1502,1553,2730,2,8,1,1987.0,2,576,12.614865543731012
323,49.0,3,1955,2005,1162,1163,1163,1,6,0,1955.0,1,220,11.745425111208464
324,96.0,7,1967,2007,710,1898,2978,2,11,1,1961.0,2,564,12.396693005138824
325,50.0,5,1941,1950,720,803,803,1,5,0,1941.0,2,360,11.37366339763672
326,32.0,8,1993,1993,1719,1719,1719,1,6,2,1993.0,2,473,12.688498794774466
327,80.0,6,1960,1960,1383,1383,1383,1,7,0,1960.0,1,292,11.886211674714158
328,69.0,6,1916,1994,844,1445,2134,2,10,0,1930.0,2,441,12.27606501735021
329,60.0,5,1920,1950,596,596,1192,1,6,0,1920.0,1,189,11.26446410567173
330,69.0,5,1964,1964,1728,1728,1728,2,10,0,2002.0,1,352,11.686878772093667
331,70.0,5,1958,1992,1056,1056,1056,1,6,0,1958.0,1,308,11.842229212112828
332,85.0,8,2003,2004,3206,1629,1629,2,7,1,2003.0,3,880,12.556729517143344
333,59.0,7,2004,2004,1358,1358,1358,2,6,1,2004.0,2,484,12.240474072247506
334,59.0,6,1998,1998,943,943,1638,2,7,2,1998.0,2,472,12.165250651009918
335,69.0,5,1965,1965,1499,1619,1786,2,7,2,1965.0,2,529,12.341258918085241
336,86.0,9,2005,2006,1922,1922,1922,2,8,1,2005.0,3,676,12.841129801965447
337,70.0,7,2002,2003,1536,1536,1536,2,7,0,2002.0,2,532,12.273731294003989
338,91.0,7,1984,1998,1208,1621,1621,2,8,0,1984.0,2,440,12.218495165528731
339,66.0,6,1958,1998,1215,1215,1215,1,6,0,1958.0,1,297,11.951180395901384
340,85.0,8,2002,2002,967,993,1908,2,9,0,2002.0,2,431,12.220468525813907
341,60.0,4,1950,1950,721,841,841,1,4,0,1950.0,1,294,11.314474526246391
342,69.0,3,1949,1950,0,1040,1040,2,6,0,1949.0,2,400,11.379394072345706
343,63.0,9,2005,2005,1684,1684,1684,2,6,1,2005.0,2,564,12.491251587763836
344,36.0,5,1976,1976,536,536,1112,1,4,0,1976.0,1,336,11.350406535472453
345,65.0,6,1939,1950,972,972,1577,1,6,1,1939.0,1,312,11.850825253582627
346,69.0,6,1960,1998,958,958,958,1,5,0,1960.0,1,301,11.928340903931561
347,69.0,6,1960,1960,1478,1478,1478,2,6,2,1960.0,2,498,11.967180737247824
348,36.0,7,2003,2004,764,764,1626,2,6,0,2003.0,2,474,11.944707881395766
349,56.0,9,2005,2006,1848,1848,2728,2,10,2,2006.0,3,706,12.988040814744458
350,68.0,9,2007,2007,1869,1869,1869,2,6,1,2007.0,2,617,12.669998467265833
351,69.0,7,1986,1986,1453,1453,1453,1,6,1,1986.0,2,445,12.154779351142624
352,60.0,5,1941,1950,616,616,1111,1,5,0,1941.0,1,200,11.461632170582678
353,60.0,6,1928,2003,624,720,720,1,5,0,2005.0,2,484,11.570250531589497
354,60.0,6,1940,2000,940,1192,1595,1,6,2,1940.0,1,240,11.84939770159144
355,105.0,6,1995,1995,1200,1200,1200,2,6,0,1995.0,2,521,12.086725887897607
356,69.0,6,1992,1992,1158,1167,1167,2,6,0,1992.0,2,400,12.061046873479915
357,44.0,5,1976,1976,1142,1142,1142,1,6,1,1976.0,2,528,11.805595078933049
358,92.0,5,1958,1958,1062,1352,1352,1,6,0,1958.0,1,288,11.77528972943772
359,78.0,8,1998,1998,1086,1086,1924,2,7,1,1998.0,2,592,12.542544882151386
360,69.0,6,1978,1978,888,912,912,1,5,1,1978.0,2,470,11.957611286231675
361,69.0,5,1940,1982,883,988,1505,1,8,0,1940.0,1,240,11.884489021402711
362,64.0,7,2003,2003,0,495,1922,3,7,1,2003.0,2,672,12.198544379109382
363,21.0,6,1972,2007,483,483,987,1,5,0,1972.0,1,264,11.678439903447801
364,69.0,6,1976,1976,796,790,1574,2,6,1,1976.0,2,566,12.154779351142624
365,59.0,5,1920,1997,672,672,1344,1,6,0,1964.0,1,468,11.898187865760873
366,69.0,6,1963,1963,1394,1394,1394,1,6,2,1963.0,2,514,11.976659481202368
367,101.0,6,1962,1962,1099,1431,1431,1,6,1,1962.0,1,296,12.013700752882718
368,78.0,5,1954,1954,1268,1268,1268,1,7,1,1954.0,1,244,11.790557201568507
369,69.0,5,1959,2006,1063,1287,1287,1,7,1,1997.0,2,576,11.99535161421452
370,69.0,6,2000,2000,953,953,1664,2,7,1,2000.0,2,460,12.05757263721173
371,80.0,4,1959,1959,0,1120,1588,2,7,1,1991.0,2,680,11.808813773969108
372,50.0,6,1984,1984,744,752,752,1,4,0,1984.0,1,264,11.736069016284437
373,79.0,5,1953,1953,608,1319,1319,1,5,0,1953.0,1,270,11.719939634354555
374,65.0,7,2003,2004,847,847,1928,2,8,1,2003.0,2,434,12.299107511497363
375,69.0,1,1922,1950,683,904,904,0,4,0,1980.0,0,0,11.018629143155449
376,57.0,5,1996,1996,870,914,914,1,5,0,1998.0,2,576,11.904967552746252
377,102.0,8,2004,2005,1580,1580,2466,3,8,1,2004.0,2,610,12.736700896592344
378,88.0,9,2010,2010,1856,1856,1856,1,8,1,2010.0,3,834,12.885202034321916
379,60.0,6,2000,2000,982,1007,1800,2,7,1,2000.0,2,463,12.095141084822892
380,50.0,5,1924,1950,1026,1026,1691,2,6,1,1924.0,1,308,11.751942365440728
381,60.0,7,2006,2006,1293,1301,1301,2,5,1,2006.0,2,572,12.142866569626381
382,79.0,7,2006,2006,939,939,1797,2,8,0,2006.0,2,639,12.271392111650817
383,60.0,6,1928,1950,784,784,784,1,5,0,1950.0,2,360,11.238488619268468
384,69.0,6,1992,1992,1580,1079,1953,2,9,2,1992.0,2,501,12.388394202324129
385,43.0,8,2004,2005,1256,1269,1269,2,6,1,2004.0,2,430,12.165250651009918
386,58.0,5,1910,1996,658,658,1184,1,8,0,1980.0,0,0,11.302204433654575
387,72.0,6,1976,1976,1041,1125,1125,1,6,1,1977.0,1,352,11.736069016284437
388,93.0,7,1999,2000,1468,1479,1479,2,6,0,1999.0,2,577,12.160028707028767
389,96.0,10,2007,2008,1682,1742,2332,2,9,1,2008.0,3,846,12.962194625251508
390,50.0,5,1900,1950,861,961,1367,1,7,0,1978.0,1,384,11.686878772093667
391,71.0,6,2001,2002,804,804,1961,2,7,1,2001.0,2,560,12.2783933071098
392,69.0,5,1959,1959,0,882,882,1,5,0,1959.0,1,294,11.575900264131617
393,69.0,4,1941,1950,788,788,788,1,4,2,1980.0,0,0,11.512925464970229
394,60.0,5,1940,1950,735,735,1034,1,5,0,1940.0,1,240,11.59910316121128
395,68.0,5,1956,1956,1144,1144,1144,1,6,0,1956.0,1,596,11.76756768334381
396,60.0,5,1972,1972,894,894,894,1,6,0,1985.0,2,600,11.719939634354555
397,69.0,5,1962,1962,864,876,1812,2,8,1,1962.0,1,264,12.040608205802641
398,60.0,5,1920,1950,961,1077,1077,1,6,0,1920.0,1,338,11.112447898373103
399,65.0,7,2006,2007,1092,1112,1550,2,7,0,2007.0,2,438,12.392552212472792
400,38.0,8,1996,1996,1260,1288,1288,1,4,2,1996.0,2,500,12.411052226216713
401,65.0,7,2005,2005,1310,1310,1310,2,6,1,2005.0,2,400,12.01364014498549
402,60.0,5,1940,1997,672,672,672,1,4,0,1940.0,1,240,11.589886506106357
403,93.0,8,1998,1998,1141,1165,2263,2,10,1,1998.0,2,420,12.460714863903755
404,69.0,6,1995,1996,806,806,1572,2,7,1,1995.0,2,373,12.031719258385396
405,69.0,4,1976,1993,1281,1620,1620,2,8,1,1993.0,2,490,11.918390573078392
406,51.0,6,1936,1950,1064,1166,1639,1,6,0,1936.0,1,240,11.652687407345388
407,63.0,6,1915,1976,840,840,1680,2,8,0,1960.0,1,308,12.083905011555967
408,109.0,7,2006,2006,1063,1071,2172,2,9,1,2006.0,3,947,12.542544882151386
409,85.0,8,2007,2008,1034,1050,2078,2,8,1,2008.0,3,836,12.73596533201339
410,68.0,5,1958,1958,1276,1276,1276,1,5,0,1958.0,1,350,11.002099841204238
411,100.0,5,1955,1955,1056,1056,1056,1,5,0,1955.0,2,572,11.884489021402711
412,69.0,7,2009,2009,1470,1478,1478,2,7,1,2009.0,2,484,12.310432660854417
413,56.0,5,1927,1950,1008,1028,1028,1,5,1,1927.0,2,360,11.652687407345388
414,59.0,7,1993,1993,1080,1080,2097,2,9,1,1993.0,3,678,12.337100907936577
415,73.0,7,2007,2007,1340,1340,1340,2,6,0,2007.0,2,396,12.106992367829498
416,74.0,6,1978,1978,672,672,1400,1,6,1,1978.0,2,440,11.915051671812877
417,86.0,6,1918,1950,1370,1370,2624,2,10,1,1918.0,3,864,12.384218830913648
418,60.0,5,1940,1950,756,756,1134,1,7,0,1940.0,1,240,11.744037185933616
419,65.0,5,1968,1968,1056,1056,1056,1,6,1,1968.0,1,304,11.863582336583399
420,78.0,7,1997,1998,1344,1344,1344,2,8,0,1997.0,4,784,12.237086699059343
421,69.0,6,1977,2000,1602,1602,1602,2,8,1,1977.0,2,529,12.2783933071098
422,100.0,5,1954,1954,988,988,988,1,4,0,1954.0,2,520,11.635143097694478
423,80.0,8,1998,1998,1470,1470,2630,2,8,1,1998.0,3,696,12.66032791780777
424,72.0,6,1956,1956,1196,1196,1196,1,6,1,1956.0,1,297,11.842229212112828
425,60.0,7,1946,1992,651,707,1389,1,6,2,1947.0,1,240,11.813030057420567
426,69.0,7,1989,1989,1518,1644,1644,2,5,1,1989.0,2,569,12.524526376648708
427,77.0,4,1957,1957,907,907,907,1,5,0,1964.0,1,352,11.59917655301345
428,64.0,7,2007,2007,1208,1208,1208,2,6,0,2007.0,2,628,12.182804018590819
429,130.0,6,1988,1988,1392,1412,1412,2,6,1,1988.0,2,576,12.072541252905651
430,21.0,6,1971,1971,483,483,987,1,4,0,1971.0,1,264,11.355101379776661
431,60.0,6,1920,1998,901,1088,1198,1,7,0,1980.0,0,0,11.288531131754366
432,24.0,5,1971,1971,765,765,1365,1,6,0,1971.0,2,440,11.715866308966918
433,100.0,6,1997,1998,926,926,1604,2,7,1,1997.0,2,470,12.106252310247962
434,21.0,4,1972,1972,630,630,630,1,3,0,1980.0,0,0,11.302204433654575
435,43.0,7,1996,1996,799,827,1661,2,6,1,1996.0,2,550,12.26434155365415
436,40.0,6,1920,1950,648,734,1118,1,6,0,1990.0,2,440,11.661345470088502
437,50.0,6,1926,2004,884,904,904,1,4,0,1926.0,1,180,11.686878772093667
438,40.0,5,1913,2002,440,694,694,1,4,1,1990.0,1,352,11.411446296020374
439,67.0,6,1920,2000,684,684,1196,1,7,0,2005.0,2,528,11.608235644774552
440,105.0,10,2008,2008,3094,2402,2402,2,10,2,2008.0,3,672,13.226723392728571
441,92.0,4,1955,1955,1440,1440,1440,2,8,0,1980.0,0,0,11.678439903447801
442,52.0,5,1930,1992,1078,1128,1573,2,8,1,1930.0,2,360,12.000891794590137
443,53.0,7,2006,2007,1258,1258,1258,2,6,1,2007.0,3,648,12.058152515453552
444,70.0,7,1994,1995,915,933,1908,2,8,1,1994.0,2,493,12.254862809699606
445,73.0,6,1956,1956,1436,1689,1689,1,7,1,1956.0,2,480,11.755871643580617
446,137.0,6,1966,2002,1517,1888,1888,2,6,1,1966.0,2,578,12.154779351142624
447,69.0,7,1998,1999,930,956,1886,2,10,1,1998.0,2,431,12.205572520488492
448,50.0,6,1937,1950,780,780,1376,2,7,1,1937.0,1,198,11.691071650353702
449,50.0,3,1948,2002,649,679,1183,1,6,0,1981.0,1,308,11.695247021764184
450,70.0,6,1930,2005,813,813,813,1,5,0,1932.0,1,270,11.608235644774552
451,62.0,7,1975,1975,1533,1533,1533,2,5,2,1975.0,2,576,12.542544882151386
452,69.0,6,1996,1997,872,888,1756,2,7,0,1996.0,2,422,12.225875272826354
453,75.0,8,2008,2008,768,786,1590,2,6,0,2008.0,2,676,12.254862809699606
454,63.0,5,1976,1976,1728,1728,1728,2,8,0,1976.0,2,560,12.144197241812087
455,80.0,7,1973,1973,1242,1242,1242,1,6,1,1973.0,2,528,12.075394321888057
456,34.0,5,1916,1950,624,624,1344,1,7,0,1916.0,3,513,11.49272275765271
457,69.0,4,1954,1994,1364,1663,1663,1,6,2,1954.0,2,529,12.4529327234617
458,69.0,8,1925,1996,588,833,1666,1,7,1,1925.0,1,228,11.9891596439666
459,69.0,5,1950,1950,709,979,1203,1,5,1,1950.0,1,352,11.608235644774552
460,75.0,8,2009,2009,832,832,1935,2,8,0,2009.0,2,552,12.481561937216318
461,60.0,7,1936,2007,560,575,1135,1,6,0,1971.0,2,576,11.951180395901384
462,60.0,5,1965,1965,864,864,864,1,5,1,1965.0,1,360,11.041048081342682
463,74.0,6,1934,1995,715,849,1660,1,6,1,1939.0,1,240,12.147913731356642
464,60.0,5,1978,1978,1040,1040,1040,2,5,0,1980.0,0,0,11.728036844587175
465,69.0,7,2004,2004,1375,1414,1414,2,6,1,2004.0,2,398,12.093687514935382
466,85.0,7,1970,1970,1277,1277,1277,1,5,1,1970.0,2,526,12.025749091398891
467,79.0,5,1942,1995,728,888,1644,1,7,2,1942.0,1,312,11.894780707439258
468,98.0,8,2006,2006,1626,1634,1634,2,7,1,2006.0,3,866,12.429216196844383
469,76.0,6,1993,1993,832,832,1710,2,7,0,1993.0,2,506,12.138863895836725
470,69.0,8,1985,1985,1488,1502,1502,1,4,0,1985.0,2,528,12.26434155365415
471,92.0,7,1977,1977,808,1161,1969,2,8,1,1977.0,2,534,12.154779351142624
472,35.0,6,2005,2005,547,1072,1072,1,5,0,2005.0,2,525,11.904967552746252
473,110.0,8,2006,2007,1976,1976,1976,2,7,1,2006.0,3,908,12.994530005894443
474,41.0,8,2000,2000,1494,1652,1652,2,6,0,2000.0,2,499,12.43320821811392
475,80.0,5,1963,1963,970,970,970,1,5,0,1996.0,2,624,11.794337924408413
476,75.0,6,1997,1998,1478,1493,1493,2,7,1,1997.0,2,508,12.249610947544657
477,105.0,9,2006,2006,2153,2069,2643,2,9,1,2006.0,3,694,12.84792653170257
478,79.0,8,2007,2008,1705,1718,1718,2,7,1,2007.0,3,826,12.601487417784837
479,50.0,4,1937,2000,907,1131,1131,1,7,0,1995.0,2,672,11.401669829409995
480,98.0,9,2004,2005,1833,1850,1850,2,8,1,2004.0,3,772,12.694652660348845
481,72.0,9,2003,2004,1792,1792,1792,2,6,1,2003.0,3,874,12.832011076396668
482,50.0,7,1915,2005,910,916,1826,1,7,1,1915.0,1,164,11.951180395901384
483,32.0,6,1998,1998,1216,1216,1216,2,5,0,1998.0,2,402,12.007621706806335
484,69.0,5,1962,2001,999,999,999,1,6,0,1963.0,1,264,11.794337924408413
485,80.0,5,1950,2007,1113,1113,1113,1,5,1,1950.0,1,264,11.898187865760873
486,79.0,5,1965,1965,1073,1073,1073,1,6,0,1965.0,2,515,11.957611286231675
487,70.0,5,1971,1971,1484,1484,1484,2,7,1,1971.0,2,487,12.072541252905651
488,60.0,5,1900,1970,954,1766,2414,2,10,1,1970.0,2,520,11.982929094215963
489,21.0,4,1970,2002,630,630,630,1,3,0,1970.0,1,286,11.362102575235644
490,69.0,5,1976,1976,264,616,1304,1,4,1,1976.0,1,336,11.652687407345388
491,79.0,6,1941,1950,806,958,1578,1,5,2,1941.0,1,240,11.79810440720389
492,105.0,6,2006,2006,728,728,1456,2,8,0,2006.0,2,429,12.059803326028716
493,70.0,5,1960,1960,1269,1269,1269,1,6,1,1964.0,1,308,11.951180395901384
494,50.0,5,1938,1996,190,886,886,1,4,0,1938.0,1,273,11.421906066583059
495,60.0,4,1920,1950,720,720,720,1,4,0,1980.0,0,0,10.460242108190519
496,69.0,8,1992,1993,3200,3228,3228,3,10,1,1992.0,2,546,12.971540487669746
497,60.0,7,1925,1950,1026,1133,1820,2,8,0,1925.0,1,240,12.122691036591123
498,65.0,5,1967,2004,864,899,899,1,5,0,1967.0,1,288,11.77528972943772
499,70.0,5,1958,1985,912,912,912,1,5,0,1958.0,1,297,11.695247021764184
500,21.0,6,1973,1973,672,672,1218,1,7,0,1973.0,1,264,11.635143097694478
501,75.0,7,2005,2005,866,866,1768,2,7,0,2005.0,2,603,12.33138283649562
502,70.0,5,1965,1965,1214,1214,1214,1,6,0,1965.0,2,461,11.84939770159144
503,100.0,7,1959,1997,1501,1801,1801,2,6,2,1959.0,2,484,12.57418196709457
504,24.0,6,1974,1974,855,855,1322,2,6,1,1974.0,2,440,11.898187865760873
505,60.0,5,1952,1952,960,960,1960,2,10,0,1952.0,2,400,11.732060994886899
506,80.0,8,1993,1994,777,1065,1911,2,8,1,1993.0,2,471,12.2783933071098
507,75.0,6,2009,2009,1218,1218,1218,2,4,0,2009.0,2,676,12.246734627249063
508,60.0,7,1928,2005,689,689,1378,2,7,1,1928.0,2,360,11.9891596439666
509,80.0,5,1959,1959,1041,1041,1041,1,6,0,1959.0,1,270,11.732060994886899
510,75.0,5,1951,2000,1008,1363,1363,1,6,2,1951.0,1,288,12.01309450854769
511,40.0,7,2005,2006,1368,1368,1368,2,6,1,2005.0,2,474,12.219309648562168
512,70.0,5,1958,1958,864,864,864,1,5,0,1964.0,2,624,11.77452020265869
513,71.0,6,1983,1983,1084,1080,1080,1,5,0,1983.0,2,484,11.805595078933049
514,55.0,5,1926,1950,768,789,789,1,5,0,1926.0,1,200,11.477298287327077
515,94.0,10,2009,2009,2006,2020,2020,2,9,1,2009.0,3,900,12.906346868281233
516,69.0,6,1972,1972,689,1378,2119,2,7,1,1972.0,2,583,11.970350312009105
517,79.0,7,1996,1997,1264,1277,2344,2,7,1,1996.0,3,889,12.487485104968359
518,69.0,6,1998,1998,794,882,1796,2,7,0,1998.0,2,546,12.259613412458204
519,53.0,7,1926,2004,1276,1276,2080,1,9,2,1926.0,1,282,12.363076394339839
520,60.0,4,1900,2000,0,694,1294,2,7,0,1980.0,0,0,11.573550086786664
521,90.0,6,1957,1957,1244,1244,1244,1,6,2,1957.0,1,336,11.918390573078392
522,50.0,6,1947,1950,1004,1004,1664,2,7,2,1950.0,2,420,11.976659481202368
523,130.0,10,2007,2008,3138,3138,4676,3,11,1,2007.0,3,884,12.126758838810447
524,95.0,7,1996,1997,1379,1383,2398,2,8,1,1996.0,3,834,12.662706040212738
525,62.0,7,2005,2005,1257,1266,1266,2,6,1,2005.0,2,453,12.078239274020289
526,70.0,5,1956,2000,928,928,928,1,4,0,1956.0,1,252,11.790557201568507
527,67.0,9,2008,2008,1452,1476,2713,2,11,1,2008.0,3,858,13.008659261632127
528,58.0,4,1920,2002,528,605,605,1,5,0,1980.0,0,0,11.362102575235644
529,69.0,6,1957,1975,2035,2515,2515,3,9,2,1975.0,2,484,12.209187788430318
530,85.0,6,1988,1989,1461,1509,1509,2,5,1,1988.0,2,600,12.072541252905651
531,60.0,6,1920,1999,611,751,1362,2,6,0,1920.0,2,502,11.759785542901755
532,60.0,5,1955,2007,0,827,827,1,5,1,1967.0,1,392,11.585246126549855
533,50.0,1,1946,1950,0,334,334,1,2,0,1980.0,0,0,10.578979797857352
534,74.0,8,2004,2004,707,707,1414,2,6,1,2004.0,2,403,12.089538829274222
535,70.0,5,1910,1991,1117,820,1347,1,5,0,1980.0,0,0,11.585246126549855
536,57.0,7,1998,1999,880,880,1724,2,8,0,1998.0,2,527,12.144197241812087
537,69.0,4,1972,1972,864,864,864,1,5,0,1980.0,2,576,11.619535200028487
538,69.0,5,1968,1968,1051,1159,1159,1,7,1,1968.0,1,336,11.970350312009105
539,69.0,8,2001,2002,1581,1601,1601,2,6,1,2001.0,2,670,12.513557345278134
540,85.0,9,2006,2006,1838,1838,1838,2,8,1,2006.0,3,765,12.66032791780777
541,69.0,8,2000,2000,969,997,2285,2,8,1,2000.0,3,648,12.421184025147118
542,78.0,7,1998,1999,1650,1680,1680,2,7,1,1998.0,2,583,12.270220465353926
543,34.0,7,1998,1998,723,767,767,1,4,0,1998.0,1,367,11.79810440720389
544,58.0,7,2006,2006,654,664,1496,2,7,1,2006.0,2,426,12.09884928474215
545,69.0,7,1988,1988,1204,1377,2183,2,9,0,1988.0,3,786,12.341477282536376
546,70.0,6,1923,1950,1065,915,1635,1,6,1,1950.0,2,440,12.254862809699606
547,54.0,5,1970,1970,768,768,768,1,5,0,1987.0,2,624,11.771436160121729
548,49.0,5,1955,1995,825,825,825,1,4,0,1963.0,2,720,11.736069016284437
549,75.0,7,2003,2004,912,912,2094,2,8,1,2003.0,2,615,12.479909311159902
550,53.0,6,1977,1977,1069,1069,1069,2,4,0,1977.0,2,440,11.84939770159144
551,50.0,5,1957,1957,928,928,928,1,5,0,1957.0,1,288,11.630708500626612
552,87.0,8,2006,2006,1709,1717,1717,2,7,1,2006.0,3,908,12.450977688625896
553,67.0,4,1949,2003,0,1126,1126,2,5,0,2002.0,2,520,11.589886506106357
554,85.0,7,2003,2004,998,1006,2046,2,8,1,2003.0,3,871,12.556729517143344
555,58.0,5,1922,1950,993,1048,1048,1,5,1,1922.0,1,280,11.635143097694478
556,69.0,5,1957,1957,1092,1092,1092,1,6,1,1957.0,1,299,11.856515169360305
557,60.0,4,1920,1950,637,897,1336,1,7,0,1994.0,1,570,11.589886506106357
558,57.0,7,1996,1997,729,729,1446,2,6,1,1996.0,2,406,12.072541252905651
559,69.0,7,2003,2004,1374,1557,1557,2,7,1,2003.0,2,420,12.363076394339839
560,69.0,5,1957,1996,1392,1392,1392,1,5,1,1957.0,2,528,11.70766954176274
561,77.0,5,1974,1975,1389,1389,1389,1,6,1,1975.0,2,418,12.043553716032399
562,63.0,5,1940,1969,996,996,996,1,6,1,1980.0,0,0,11.589886506106357
563,66.0,6,1918,1950,1163,1163,1674,2,8,1,1955.0,2,396,12.128111104060462
564,69.0,7,1992,2000,1095,1166,2295,2,9,1,1992.0,2,590,12.498742259492994
565,66.0,6,1915,1950,806,841,1647,1,6,0,1920.0,1,216,11.759785542901755
566,77.0,9,2005,2007,1122,1134,2504,2,11,1,2005.0,3,656,12.691580461311874
567,70.0,7,2004,2004,1517,1535,1535,2,7,0,2004.0,2,532,12.273731294003989
568,79.0,8,1983,2009,1496,1496,2132,1,5,1,1983.0,2,612,12.66539442642905
569,69.0,5,1979,1979,943,943,943,1,4,2,1979.0,2,600,11.820116003810051
570,74.0,5,1965,1965,1728,1728,1728,2,10,0,1987.0,2,576,11.867798786962332
571,60.0,6,1959,1959,864,864,864,1,4,0,1959.0,1,288,11.695247021764184
572,83.0,7,2009,2009,846,846,1692,2,6,0,2009.0,2,650,12.321630986164447
573,76.0,7,2000,2000,384,774,1430,2,8,1,2000.0,2,400,12.043553716032399
574,70.0,5,1971,2005,372,576,1109,1,5,0,1971.0,1,288,11.842229212112828
575,80.0,5,1947,1950,832,832,1216,1,6,0,1947.0,1,336,11.682668239557323
576,52.0,7,1928,1950,861,877,1477,2,6,1,1928.0,1,216,11.884489021402711
577,96.0,5,1966,1966,1164,1320,1320,1,6,2,1966.0,2,564,12.010665849187564
578,34.0,7,2007,2007,689,703,1392,2,5,0,2007.0,2,540,11.891361900690473
579,81.0,5,1954,1954,1050,1050,1795,2,7,0,1954.0,1,352,11.786762130599957
580,69.0,6,1960,1987,1144,1429,1429,1,7,2,1960.0,2,572,12.111212364506214
581,98.0,8,2008,2009,2042,2042,2042,2,8,1,2009.0,3,1390,12.442302200392747
582,81.0,6,1990,1990,816,816,816,1,5,0,1980.0,0,0,11.682668239557323
583,75.0,10,1893,2000,1237,1521,2775,3,9,1,1988.0,2,880,12.691580461311874
584,51.0,4,1935,1995,884,989,1573,1,6,0,1935.0,1,240,11.79810440720389
585,88.0,8,2005,2006,1868,2028,2028,2,7,2,2005.0,3,880,12.820987977820545
586,55.0,6,1918,2000,816,838,838,1,5,0,1961.0,1,275,11.77528972943772
587,74.0,5,1982,1982,840,860,860,1,4,0,1996.0,2,528,11.827736204810263
588,65.0,5,1968,2003,1437,1473,1473,1,5,2,1968.0,1,452,11.870599909242044
589,50.0,5,1930,1960,742,779,935,1,4,0,1988.0,1,308,11.283512300642423
590,64.0,7,2004,2004,770,770,1582,2,6,0,2004.0,2,520,12.132964173709535
591,97.0,10,2008,2008,1722,1728,2296,2,10,1,2008.0,3,842,13.021326833226556
592,60.0,5,1982,2003,816,816,816,1,4,0,1985.0,2,816,11.835008964139341
593,69.0,6,2003,2003,848,848,848,1,4,0,2003.0,2,420,11.84939770159144
594,88.0,5,1975,1975,924,924,924,1,5,0,1981.0,1,280,11.608235644774552
595,69.0,8,2005,2006,1814,1826,1826,2,7,1,2005.0,3,758,12.672946381766982
596,60.0,6,1910,1993,684,684,1368,1,7,0,1930.0,1,216,11.648365035864053
597,53.0,7,2006,2007,1258,1402,1402,0,7,1,2006.0,3,648,12.17664898415669
598,80.0,5,1977,1977,1430,1647,1647,2,7,1,1977.0,2,621,12.289954129510877
599,24.0,6,1980,1980,716,716,1556,2,6,1,1980.0,2,452,11.925035115797062
600,74.0,8,2005,2005,1058,1058,1904,2,8,1,2003.0,2,736,12.524526376648708
601,50.0,6,1937,1950,780,780,1375,1,6,1,1979.0,1,544,11.856515169360305
602,80.0,8,1992,1992,908,927,1915,2,8,1,1992.0,2,506,12.301382825334498
603,30.0,7,2004,2005,600,600,1200,2,4,0,2004.0,2,480,11.925035115797062
604,88.0,7,2002,2002,1494,1494,1494,2,6,1,2002.0,2,530,12.30591798049989
605,85.0,7,1965,1990,768,1186,1986,2,7,3,1965.0,2,486,12.230765258120545
606,82.0,5,1996,1996,1040,1040,1040,1,6,0,2000.0,2,576,11.931635799828413
607,78.0,5,1948,2002,896,1112,2008,3,8,0,1948.0,1,230,12.323855681186558
608,78.0,8,1934,1998,965,1940,3194,2,10,2,1934.0,2,380,12.791356180214175
609,61.0,4,1961,1961,1029,1029,1029,1,5,0,1961.0,1,261,11.682668239557323
610,69.0,9,2000,2000,1440,1476,2153,2,8,2,2000.0,3,736,12.65395846952229
611,69.0,6,1978,1978,1032,1032,1032,2,6,1,1978.0,2,564,11.904967552746252
612,69.0,8,2001,2001,1299,1299,1872,2,7,1,2001.0,2,531,12.474189562487116
613,70.0,5,2007,2007,1120,1120,1120,1,6,0,1980.0,0,0,11.898187865760873
614,21.0,4,1972,1972,630,630,630,1,3,0,1980.0,0,0,11.231887935237117
